date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:05:40	1072/1072	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Sep%202018%2006:55:29%20GMT	https://www.equationsmedia.com/images/left.png	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/left.png	(from https://www.equationsmedia.com/)
15:05:41	1077/1077	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Sep%202018%2006:55:37%20GMT	https://www.equationsmedia.com/images/right.png	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/right.png	(from https://www.equationsmedia.com/)
15:05:41	8537/8537	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:56:31%20GMT	https://www.equationsmedia.com/images/testimonials/lomesh.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/testimonials/lomesh.jpg	(from https://www.equationsmedia.com/)
15:05:41	1754/1754	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:55:34%20GMT	https://www.equationsmedia.com/images/quotes.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/quotes.jpg	(from https://www.equationsmedia.com/)
15:05:41	8157/8157	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:56:30%20GMT	https://www.equationsmedia.com/images/testimonials/debayan.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/testimonials/debayan.jpg	(from https://www.equationsmedia.com/)
15:05:42	11461/11461	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:56:29%20GMT	https://www.equationsmedia.com/images/testimonials/arvind.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/testimonials/arvind.jpg	(from https://www.equationsmedia.com/)
15:05:42	8510/8510	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:56:34%20GMT	https://www.equationsmedia.com/images/testimonials/sandeep.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/testimonials/sandeep.jpg	(from https://www.equationsmedia.com/)
15:05:42	9522/9522	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:56:32%20GMT	https://www.equationsmedia.com/images/testimonials/pradipta.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/testimonials/pradipta.jpg	(from https://www.equationsmedia.com/)
15:05:43	7151/7151	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:56:29%20GMT	https://www.equationsmedia.com/images/testimonials/anirudh.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/testimonials/anirudh.jpg	(from https://www.equationsmedia.com/)
15:05:43	11985/11985	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:56:33%20GMT	https://www.equationsmedia.com/images/testimonials/pratik.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/testimonials/pratik.jpg	(from https://www.equationsmedia.com/)
15:05:43	6206/6206	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:56:31%20GMT	https://www.equationsmedia.com/images/testimonials/hemang.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/testimonials/hemang.jpg	(from https://www.equationsmedia.com/)
15:05:43	8415/8415	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:56:30%20GMT	https://www.equationsmedia.com/images/testimonials/chirag.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/testimonials/chirag.jpg	(from https://www.equationsmedia.com/)
15:05:44	7253/7253	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2006:56:32%20GMT	https://www.equationsmedia.com/images/testimonials/pradeep.jpg	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/images/testimonials/pradeep.jpg	(from https://www.equationsmedia.com/)
15:05:45	97163/97163	---M--	200	added ('OK')	application/javascript	date:Tue,%2025%20Sep%202018%2006:03:28%20GMT	https://www.equationsmedia.com/js/jquery.min.js	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/js/jquery.min.js	(from https://www.equationsmedia.com/)
15:05:46	1504/1504	---M--	200	added ('OK')	application/javascript	date:Tue,%2025%20Sep%202018%2006:03:26%20GMT	https://www.equationsmedia.com/js/init-particles.js	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/js/init-particles.js	(from https://www.equationsmedia.com/)
15:05:47	69707/69707	---M--	200	added ('OK')	application/javascript	date:Tue,%2025%20Sep%202018%2006:03:24%20GMT	https://www.equationsmedia.com/js/bootstrap.js	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/js/bootstrap.js	(from https://www.equationsmedia.com/)
15:05:48	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2021%20Sep%202018%2006:57:23%20GMT	https://www.equationsmedia.com/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/fonts/glyphicons-halflings-regular.eot	(from https://www.equationsmedia.com/css/bootstrap.css)
15:05:48	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2021%20Sep%202018%2006:57:23%20GMT	https://www.equationsmedia.com/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.equationsmedia.com/css/bootstrap.css)
15:05:48	18028/18028	---M--	200	added ('OK')	font/woff2	date:Fri,%2021%20Sep%202018%2006:57:26%20GMT	https://www.equationsmedia.com/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/fonts/glyphicons-halflings-regular.woff2	(from https://www.equationsmedia.com/css/bootstrap.css)
15:05:48	146544/146544	---M--	200	added ('OK')	application/javascript	date:Tue,%2025%20Sep%202018%2006:03:31%20GMT	https://www.equationsmedia.com/js/plugins-min.js	C:/My%20Web%20Sites/Digital%20Solu/www.equationsmedia.com/js/plugins-min.js	(from https://www.equationsmedia.com/)
